max,min,mean,sd,rms,skewness,kurtosis,crest,form,fault
0.35986,-0.32606999999999997,0.01903681615234375,0.12161432199979753,0.12309526264112919,-0.03513797665588711,-0.1680428774406053,2.9234268594536066,6.4661682494530925,Ball_007_1
0.33399,-0.4189,0.01664410703125,0.12379715245565599,0.12491101334548783,-0.1968298254319271,0.07240086894246023,3.353587369336193,7.504818708876574,Ball_007_1
0.41076,-0.36111,0.023228245068359375,0.12764388642398766,0.12974017539056906,0.08770279946238552,-0.40499027525178244,3.166020051980279,5.585448639072933,Ball_007_1
0.46771999999999997,-0.33671,0.021281352070312502,0.1370916932122651,0.13873365955580647,0.24741056660967592,0.14566224174119835,3.371351971296517,6.51902438239888,Ball_007_1
0.46855,-0.43809,0.0196825780078125,0.15844033000550134,0.15965820382706863,0.00654879063880511,-0.40196310898398213,2.9347066786044778,8.111650600447044,Ball_007_1
0.4625,-0.35673,0.021258013203125002,0.14022874856920975,0.14183090301704662,0.09327232031681984,-0.16493805145359763,3.2609254182319267,6.6718792104389975,Ball_007_1
0.48941,-0.39637,0.021493899765624998,0.14052473586433745,0.1421590275602522,-0.017048067660769023,0.20250725090092558,3.442693756116729,6.613924066663873,Ball_007_1
0.58475,-0.54303,0.02042555982421875,0.1719549715573103,0.17316384073301253,-0.02306255413033257,-0.06437988774418413,3.376859707822718,8.477801036811227,Ball_007_1
0.44498000000000004,-0.31918,0.022049668046875002,0.11773005078612889,0.11977709597031423,-0.038341200872891626,0.062235895934122265,3.7150674983405607,5.432149376740405,Ball_007_1
0.44685,-0.57891,0.022285020224609375,0.15592705252425593,0.15751148477274066,-0.09797696508323385,0.2033235655894745,3.675351020656728,7.068042843001672,Ball_007_1
0.36403,-0.44435,0.020929862392578123,0.1292728154550128,0.1309561757056079,-0.27248170202586797,0.08708247784726009,3.393119829688581,6.256905420225815,Ball_007_1
0.43726000000000004,-0.3778,0.021308686630859375,0.14758120008126405,0.1491116049922281,-0.03609718851460945,-0.39216626569727575,2.9324343808810607,6.997690687261459,Ball_007_1
0.45353000000000004,-0.37613,0.0223822076171875,0.13927577713462547,0.14106277083012636,-0.05894093010533515,0.19614467316934148,3.2150934943073404,6.302450899407799,Ball_007_1
0.43413,-0.49128999999999995,0.020545836855468753,0.13756801654928552,0.13909381937884957,-0.17216387893243235,0.4284217065427054,3.5320763975126597,6.769926851234569,Ball_007_1
0.41035,-0.37592,0.0205840959765625,0.14526418148519568,0.14671532786227964,-0.03757105194707308,-0.23439942124803181,2.7969129277908777,7.127605744829753,Ball_007_1
0.43955,-0.45228,0.0211363104296875,0.15475203525547418,0.15618878331779026,-0.009645359723733104,-0.31643081554214936,2.8957264887840237,7.389595097392995,Ball_007_1
0.49233000000000005,-0.37217,0.018571519140625,0.14928166647873806,0.15043243423497404,0.13085939619978146,-0.15185557625251533,3.2727649408253296,8.100168058181985,Ball_007_1
0.32899,-0.31564000000000003,0.021916451552734376,0.14123864044992832,0.1429289487990711,0.011367727211940112,-0.7642293484677665,2.301773017030439,6.521536660878941,Ball_007_1
0.36695,-0.49087,0.019208437724609374,0.14105933280826707,0.1423611585093829,-0.19211562731733983,-0.021727888330064893,3.4480612667926964,7.4113862428076125,Ball_007_1
0.37154,-0.35631999999999997,0.017000563564453126,0.13148275130960674,0.1325772720093942,-0.07073254320477511,-0.21973321884261887,2.8024411089951538,7.79840407692125,Ball_007_1
0.38761,-0.29581999999999997,0.01876929298828125,0.1322987698246268,0.13362354155009334,0.09379302413723052,-0.5538430462292236,2.900761292529654,7.1192630704981354,Ball_007_1
0.32899,-0.34776,0.016670302939453124,0.1200352719301904,0.12118731578613288,-0.2587307464098139,-0.1177445212473125,2.8696072264205226,7.269652444627742,Ball_007_1
0.46146000000000004,-0.33086,0.017941915498046877,0.1264639652676051,0.12773036773980212,0.13064868758331047,-0.28942625769276376,3.6127665217974454,7.11910390139797,Ball_007_1
0.47606000000000004,-0.40763,0.017412079208984375,0.14565733757526791,0.14669437784692194,-0.02153509757532603,0.34026790640600524,3.2452504570524594,8.424862284474765,Ball_007_1
0.39971,-0.39345,0.017581987080078125,0.14435857282101944,0.14542532041087483,0.04680693511560193,-0.4678568094141915,2.748558477451712,8.271267148432093,Ball_007_1
0.48231999999999997,-0.45708000000000004,0.0166392828515625,0.13921351797288134,0.14020438409764532,0.06795841420993602,0.48073919556852474,3.4401206471829555,8.426106877459125,Ball_007_1
0.32481,-0.39366,0.018220183994140625,0.12246602260714036,0.12381398062413206,-0.17211625653435408,0.17261890819450088,3.1794470611166696,6.795429391301407,Ball_007_1
0.40346,-0.3826,0.018574062060546875,0.1326360683635634,0.13393028937612625,0.11559791404331128,0.16513190895563046,3.012462668952137,7.2106080904079235,Ball_007_1
0.41911000000000004,-0.38344,0.016485040244140624,0.14221144910774577,0.14316372728165433,-0.09650446252948668,-0.08239442419965215,2.9274873253891553,8.68446279032149,Ball_007_1
0.47689,-0.31584,0.01950828525390625,0.13032591633244306,0.13177791036982914,0.12202567698520471,-0.18217266656681597,3.6188917781647665,6.754971126356244,Ball_007_1
0.37509000000000003,-0.32899,0.01772013443359375,0.11773537223079815,0.11906141708659959,-0.0890493778918899,0.39366738676874524,3.15039083212647,6.718990243205677,Ball_007_1
0.6634,-0.5131899999999999,0.016377149833984375,0.1634109122266568,0.16422952618647144,0.23080359458288977,1.090580236475807,4.03946848879833,10.027966882107311,Ball_007_1
0.32148000000000004,-0.31856,0.01720561935546875,0.11276784656688935,0.11407287388655893,-0.0069693852992840965,-0.5476579476736396,2.8181984570801735,6.629977387028724,Ball_007_1
0.41243,-0.46458999999999995,0.019355306845703125,0.156714412856728,0.15790514589499707,-0.03761922229583674,-0.16606428981753307,2.942209352485138,8.15823479294606,Ball_007_1
0.36862,-0.33211999999999997,0.018383208017578125,0.11965970260678493,0.12106356497708863,0.06372908810245803,-0.15748904000296537,3.0448467053230663,6.58555124196907,Ball_007_1
0.41827,-0.40576,0.018908135078125,0.14704885283742572,0.14825951130681467,-0.011062893690818691,-0.24597263800071767,2.821201779852168,7.841043172856023,Ball_007_1
0.40075,-0.40659,0.016669924179687504,0.1606684103066854,0.16153087767555138,0.013937000345715166,-0.3362226748645778,2.5171038709983797,9.689958169241134,Ball_007_1
0.4963,-0.55325,0.020005294658203124,0.13844507800621988,0.13988299195581225,-0.12723121611914742,0.7205754592153539,3.9550912395387954,6.992298156735992,Ball_007_1
0.45916,-0.39887,0.015961242783203124,0.15986943347506902,0.16066423693785703,0.04357605484379001,-0.1258620889478559,2.8578855250762,10.065897064170692,Ball_007_1
0.48315,-0.35924,0.018840108115234375,0.14223663528290134,0.1434789534753959,0.2963944192203231,0.3166663269952119,3.367392812183139,7.615611597460273,Ball_007_1
0.4431,-0.35131,0.017663408857421875,0.13255602079985987,0.1337276884671134,0.1461945376575766,-0.0505560372620133,3.313449905294058,7.570887475666155,Ball_007_1
0.39199,-0.36445,0.01761221517578125,0.14002148453833066,0.14112478965694153,-0.021339369462250006,-0.3714218325017016,2.7776126233758855,8.012892202118422,Ball_007_1
0.41348,-0.40471,0.020737304462890627,0.13375351388612697,0.13535153591028432,-0.314594495615059,0.18398361895218285,3.054860029214658,6.526958680938353,Ball_007_1
0.42265,-0.43204,0.018045450947265625,0.1520360294098134,0.1531032087795413,0.06093177726106859,-0.268896405747443,2.8218872786671785,8.484310020439283,Ball_007_1
0.35173000000000004,-0.3365,0.01938764578125,0.1343072715182184,0.13569938832436815,-0.04420265725289792,-0.4461061802512276,2.5919792399304358,6.999270713741518,Ball_007_1
0.44873,-0.48858,0.02035230670898438,0.13993694744790755,0.14140921345306678,-0.141653312752099,0.623762101939175,3.4550789486363915,6.948067780571277,Ball_007_1
0.41994,-0.34526,0.018697379580078125,0.1358346113137302,0.13711540261368774,-0.04627303281810727,-0.17192095367192461,3.062675592475001,7.333401704396115,Ball_007_1
0.34255,-0.37655,0.020786301708984375,0.12122739061006572,0.12299654699568756,-0.11845505679024874,-0.017500277943531373,3.0614680341533034,5.917192139346902,Ball_007_1
0.4819,-0.36445,0.017205841982421876,0.13498609206039874,0.13607823502699656,0.008062735724561211,0.14092224221645777,3.5413451413670285,7.90883859430887,Ball_007_1
0.49254,-0.36967,0.02149450435546875,0.13736564354460779,0.13903716677173594,0.13645289900382757,-0.20621881989582702,3.5425059924165514,6.468498086947665,Ball_007_1
0.4504,-0.42891,0.017991550908203126,0.13964975936767945,0.1408039459515721,-0.1265552749803908,-0.025661794103558844,3.198773967287365,7.826114538089041,Ball_007_1
0.3801,-0.30625,0.017949056357421875,0.13273803027209416,0.13394608357334414,-0.018040695057985508,-0.6047011751403271,2.837708927519047,7.462569253975775,Ball_007_1
0.40179000000000004,-0.41139,0.019694315625,0.13156958052909637,0.13303541103232439,-0.04633103096598785,0.022350791131191983,3.0923345424753688,6.755015346074461,Ball_007_1
